sup_dist,TRACTCE20
1,"[980300, 15702, 15701, 15701, 980300, 13300, 15702, 60100, 13300, 15401, 15402, 16500, 60100, 980300, 980300, 60100, 60100, 16500, 60100, 16500, 15702, 980300, 16500, 980300, 15701, 15702, 15701, 13300, 42800, 40100, 13300, 15701, 15701, 980300, 15701, 42800, 980300, 980300, 980300, 40100, 42800, 16500, 47904, 40200, 980300, 980300, 15600, 980300, 980300, 980300, 980300, 42800, 45100, 47802, 45100, 47701, 42700, 47702, 47701, 47702, 45201, 40200, 42602, 47701, 980200, 47600, 42601, 42800, 47600, 47702, 47802, 45202, 47801, 47600, 42700, 42601, 47701, 47904, 45202, 47600, 45201, 47702, 47904, 47600, 42700, 45202, 47802, 45202, 47702, 47802, 47902, 47902, 45100, 47902, 40200, 42800, 47902, 42700, 40200, 45100, 47802, 40200, 15600, 40200, 47902, 47600, 47904, 45100, 16500, 47902, 47600, 980300, 45201, 15701, 42800, 15701, 42800, 47902, 42800, 42800, 42700, 15600, 42602, 42800, 980300, 47904, 42800, 42800, 47600, 15701, 15701, 47600, 47903, 42602, 47902, 15600, 47903, 47802, 15701, 47802, 47600, 47600, 42700, 47702, 47702, 47702, 47600, 45202, 40100, 42602, 47600, 42602, 42700, 47801, 60100, 42700, 47902, 40100, 45201, 15600, 15600, 47801, 42700, 47802, 47902, 47702, 47600, 42602, 47600, 47801, 47701, 45201, 40200, 42800, 45100, 40200, 47702, 47903, 15701, 47902, 45201, 45202, 47802, 47801, 42602, 15701, 47902, 47702, 47902, 42601, 47600, 45100, 42601, 42601, 42601, 47902, 47600, 42800, 47902, 45201, 42800, 47903, 47902, 40200, 47802, 45201, 47902, 47701, 40200, 47701, 45201, 40100, 42602, 40100, 40100, 47904, 47902, 47903, 47903, 47801, 45100, 47600, 45201, 15600, 47801, 42602, 47600, 47701, 40200, 45202, 45201, 42700, 15600, 45100, 42601, 40200, 47902, 15701, 47904, 47903, 40100, 42800, 45100, 15600, 40200, 40100, 47801, 45202, 47702, 42601, 40100, 42602, 47904, 45100, 47904, 47600, 47600, 47903, 15600, 40100, 47701, 42601, 45201, 45100, 47600, 47904, 47801, 47801, 47903, 45201, 42800, 47702, 40100, 42700, 47600, 45201, 47702, 42700, 40100, 45201, 47903, 42601, 47600, 47701, 42700, 47903, 42602, 47802, 42700, 47701, 47903, 42602, 47801, 47902, 45201, 40100, 47801, 47903, 42602, 15600, 42800, 40200, 47802, 45100, 42800, 47701, 47904, 42700, 45202, 47904, 47904, 47701, 47902, 47600, 47903, 47702, 42602, 45201, 47802, 42601, 980200, 47801, 45100, 47904, 45100, 45100, 40100, 47600, 47801, 42602, 42602, 47903, 47801, 45202, 47802, 40200, 42601, 47904, 15701, 42700, 47702, 47802, 47902, 47902, 42700, 42602, 40100, 42700, 15701, 40100, 42601, 15701, 47600, 47903, 42602, 47701, 40100, 47903, 47902, 40100, 45100, 47802, 40100, 47903, 45100, 42800, 42800, 47902, 40200, 47701, 47702, 45202, 47801, 47903, 15600, 15701, 15701, 40200, 47600, 47801, 40200, 15701, 47903, 42700, 47600, 15701, 45201, 47802, 40200, 40100, 47701, 47802, 40200, 47701, 47701, 47902, 15600, 40200, 45100, 47802, 47801, 40100, 40200, 47802, 47903, 40200, 15600, 47702, 42700, 47801, 40100, 42601, 42602, 47600, 47802, 45201, 47801, 42602, 42800, 42700, 42800, 40200, 45202, 45201, 15701, 42601, 47904, 47801, 47902, 40200, 47600, 47903, 47600, 42602, 42800, 42800, 42800, 40200, 980200, 42800, 47904, 42800, 15701, 980300, 980300, 980300, 45100, 40200, 15600, 980300, 16500, 15701, 60100, 13300, 60100, 980300, 15702, 60100, 980300, 980200, 60100]"
2,"[15801, 11101, 10902, 10201, 10201, 11002, 45100, 10202, 12406, 42800, 15701, 42800, 12405, 16500, 15201, 10201, 11001, 15701, 15500, 15900, 10202, 12202, 40100, 12202, 15500, 10902, 15701, 10202, 42800, 15701, 10902, 60100, 40100, 15401, 16000, 15201, 15300, 12001, 10202, 16102, 10902, 15701, 12002, 12202, 15500, 42800, 15202, 12202, 10201, 15801, 60100, 13101, 12901, 13300, 15401, 12002, 10202, 15100, 15202, 15802, 15701, 10202, 15500, 15600, 12406, 15702, 11001, 12700, 13101, 15701, 15201, 15702, 13102, 13300, 15900, 13101, 15702, 15702, 10202, 15100, 15701, 12602, 13001, 15100, 10202, 12901, 60100, 15500, 15600, 12602, 15300, 15701, 15801, 60100, 60100, 60100, 60100, 60100, 60100, 60100, 60100, 60100, 60100, 15402, 13401, 13300, 13200, 60100, 13500, 13200, 15702, 15402, 13200, 12602, 15702, 60100, 15702, 15100, 60100, 15401, 15801, 60100, 60100, 60100, 60100, 13001, 15402, 12601, 12801, 60100, 60100, 15401, 60100, 13200, 60100, 12700, 12601, 12901, 15100, 60100, 15402, 15600, 13200, 13500, 15100, 12602, 15702, 12601, 13300, 12901, 13200, 13200, 12700, 13300, 12602, 15702, 15300, 16000, 13300, 10202, 13200, 15702, 12700, 12602, 60100, 12901, 13500, 12700, 12602, 60100, 15402, 13401, 13101, 15300, 12700, 12601, 12801, 12801, 13102, 13002, 12802, 13102, 12602, 13500, 15402, 60100, 60100, 12801, 13001, 12902, 15300, 60100, 12902, 12802, 10202, 60100, 13102, 12902, 13101, 15401, 12802, 13300, 13200, 15300, 12901, 13401, 12602, 12801, 12602, 13200, 60100, 60100, 16000, 13200, 60100, 12601, 13300, 60100, 16000, 12902, 12700, 15702, 15701, 13500, 12901, 13300, 12902, 60100, 13500, 10202, 12802, 13300, 16000, 12601, 15500, 13402, 12902, 13001, 15100, 60100, 60100, 13500, 13200, 15300, 60100, 13200, 13200, 15402, 15100, 12601, 60100, 13200, 12700, 13102, 60100, 15702, 12902, 12700, 13401, 13101, 60100, 13402, 13001, 60100, 60100, 42800, 13200, 13200, 12802, 12801, 13300, 13001, 16000, 15702, 15202, 12902, 13402, 60100, 60100, 12901, 60100, 16000, 12602, 13200, 13102, 10202, 13300, 13300, 60100, 13500, 16000, 12901, 60100, 15401, 13200, 60100, 15900, 16500, 13200, 13102, 13001, 13002, 40200, 12901, 13102, 13200, 12700, 12802, 13200, 15201, 60100, 12601, 15401, 13200, 60100, 12700, 60100, 13102, 12902, 13300, 16000, 12700, 15202, 15702, 13002, 15401, 60100, 60100, 13200, 15702, 12902, 12902, 60100, 13002, 13300, 12801, 13002, 13200, 12801, 15702, 12902, 12802, 13200, 12700, 12902, 12902, 15500, 13002, 13500, 13300, 15401, 12902, 12802, 13300, 12801, 13200, 12602, 10202, 15300, 12801, 12801, 13402, 12802, 13200, 15300, 12601, 12801, 60100, 12801, 13002, 13300, 60100, 12801, 12801, 15100, 60100, 13200, 15402, 15701, 13402, 15401, 60100, 15402, 60100, 60100, 15900, 15300, 13402, 13300, 13001, 13300, 60100, 12602, 13300, 60100, 60100, 15401, 15202, 15401, 12700, 12601, 13101, 13500, 10202, 15500, 60100, 13300, 12802, 13500, 12601, 12902, 12801, 15702, 10202, 13401, 15100, 13300, 60100, 60100, 60100, 13500, 40100, 15402, 60100, 15401, 13101, 12801, 60100, 13200, 13101, 13200, 13102, 12700, 13002, 10202, 13002, 42800, 12801, 13300, 12802, 15402, 12602, 13102, 12602, 12902, 13101, 12700, 13500, 15100, 15100, 13300, 12901, 15100, 13200, 15702, 12902, 12902, 12902, 13002, 16000, 13300, 12801, 60100, 15402, 60100, 13200, 13300, 13102, 13401, 15401, 60100, 13001, 13402, 15201, 15402, 13300, 12802, 12602, 12700, 12602, 60100, 13300, 15300, 15402, 12602, 12700, 13500, 60100, 15402, 13300, 13401, 60100, 13402, 12601, 13200, 13401, 13200, 60100, 15300, 60100, 12901, 13401, 13200, 13200, 15100, 60100, 60100, 60100, 15702, 13200, 15401, 60100, 13200, 12700, 60100, 60100, 13200, 13102, 13402, 60100, 60100, 13300, 13300, 15702, 13200, 13001, 12902, 13002, 12902, 12602, 13001, 60100, 13001, 15701, 13300, 12901, 12602, 12602, 12902, 13101, 12601, 15100, 60100, 12802, 13200, 13101, 16000, 13300, 15401, 60100, 60100, 13401, 60100, 12801, 60100, 12802, 15402, 60100, 13200, 13200, 13300, 13300, 12602, 13101, 12602, 13002, 13102, 12700, 13402, 13300, 10202, 12801, 16000, 15100, 13001, 15401, 12802, 13402, 12801, 12700, 60100, 15702, 60100, 13200, 12700, 12902, 13300, 10202, 15401, 12901, 13001, 60100, 13200, 60100, 13200, 12901, 13402, 15300, 60100, 12902, 15702, 13500, 13200, 60100, 60100, 60100, 60100, 12700, 15802, 15702, 60100, 60100, 60100, 60100, 60100, 60100, 60100, 60100, 60100, 13300, 60100, 60100, 60100, 13101, 13001, 60100, 16000, 15100, 15100, 10202, 16000, 15401, 15500, 13300, 15100, 15702, 16000, 15202, 13102, 15900, 15300, 15402, 15801, 15802, 12001, 15900, 16102, 16400, 15801, 16000, 15801, 15600, 15202, 40200, 16500, 15202, 15300, 60100, 60100, 15600, 10202, 15802, 15202, 15401, 15701, 15600, 11102, 15801, 15201, 11002]"
3,"[61501, 12901, 15100, 13001, 13101, 13001, 12202, 61501, 12302, 17602, 10202, 12902, 61501, 61501, 13001, 61507, 61501, 10202, 61501, 12901, 13101, 11102, 10202, 13001, 11700, 10202, 12503, 12301, 15100, 10201, 11700, 11002, 10902, 10202, 11101, 10902, 12202, 11700, 12503, 12301, 11700, 10500, 11700, 11700, 10500, 61102, 11002, 61101, 61101, 11700, 10300, 10102, 61101, 11700, 61101, 10402, 11300, 10500, 10600, 11200, 10201, 11700, 11200, 10500, 61101, 10500, 10101, 12302, 10701, 10500, 61101, 11101, 10901, 61101, 11002, 10500, 10300, 61101, 11700, 10500, 11300, 11200, 12302, 11102, 10800, 10500, 11102, 11700, 10101, 11700, 12002, 11700, 11001, 11902, 10202, 10202, 10600, 11700, 12302, 12002, 11101, 10902, 61102, 61101, 10102, 11902, 10300, 10101, 61101, 11300, 11200, 10101, 10402, 10300, 10402, 10901, 11700, 11002, 10300, 10101, 11300, 10901, 10701, 11700, 10800, 10300, 11002, 10902, 10800, 61102, 12100, 10500, 10701, 10901, 10401, 10102, 11700, 10600, 10101, 10401, 11200, 10300, 10600, 10300, 10402, 10300, 11300, 12002, 11002, 10800, 11800, 10600, 10702, 11700, 12202, 10101, 12202, 12302, 11700, 11700, 11200, 10901, 10600, 10500, 12001, 10600, 10402, 10600, 10600, 10401, 10600, 11700, 10800, 12100, 61101, 11700, 11200, 10800, 10101, 11700, 10402, 10300, 10800, 10401, 12302, 11901, 11700, 10600, 10800, 10600, 10402, 10101, 10800, 10600, 10600, 10101, 61101, 12901, 11902, 12301, 12001, 11102, 10201, 10902, 61101, 11300, 10800, 10201, 15100, 10101, 10901, 61101, 11102, 11200, 11700, 10500, 12001, 10300, 10300, 11902, 61101, 10800, 10102, 10401, 10201, 10101, 11700, 12002, 11700, 10901, 10600, 10101, 10402, 12302, 12202, 10701, 10600, 12001, 10702, 10300, 11200, 10401, 61101, 61101, 11001, 12301, 11002, 10300, 10101, 10800, 11300, 61101, 10101, 10201, 11102, 10500, 11101, 10800, 10500, 10600, 11800, 11300, 11700, 11700, 10500, 11700, 10800, 61101, 11700, 10800, 10402, 10702, 10101, 10401, 10402, 11700, 11200, 11700, 10800, 11700, 10500, 10300, 11901, 11200, 10202, 10102, 11101, 10300, 61102, 10500, 10300, 11102, 10101, 11800, 10702, 10902, 10500, 11200, 11002, 61101, 10401, 11300, 10901, 10500, 12002, 61102, 10401, 10401, 10101, 10300, 10201, 10600, 10101, 10101, 11700, 12301, 10202, 11901, 10500, 10800, 10101, 61101, 61101, 10500, 10500, 10800, 10500, 11200, 10500, 11902, 10401, 10702, 10300, 11200, 61101, 10702, 10701, 11800, 15100, 10101, 11901, 11101, 12302, 61101, 10500, 10402, 10500, 10202, 11002, 10500, 11001, 10901, 11101, 11002, 10701, 10300, 11700, 11700, 11700, 11700, 10800, 10202, 61102, 11700, 10800, 10800, 11700, 10600, 12001, 10702, 11200, 11700, 10500, 10102, 61102, 12302, 10701, 10102, 11700, 10902, 11800, 11700, 10500, 11700, 10600, 10600, 10702, 11200, 10202, 11101, 10201, 12001, 12100, 11700, 10101, 61102, 10300, 61101, 11700, 10500, 61101, 11002, 10901, 11300, 11902, 10300, 11902, 11700, 11001, 11001, 10101, 61101, 10401, 11800, 10402, 10901, 10600, 11700, 11700, 10202, 10402, 11102, 10201, 10600, 11800, 10201, 11700, 10101, 12100, 11902, 10402, 11200, 10500, 10300, 10901, 11102, 10901, 12001, 10101, 12100, 10300, 10800, 10402, 10102, 61102, 11200, 11300, 11300, 61101, 10401, 61101, 10300, 10701, 12202, 11102, 61101, 61101, 10701, 11200, 11001, 10701, 10800, 12100, 12100, 10500, 10600, 10101, 61101, 10300, 10300, 10101, 10101, 10800, 10701, 10300, 11300, 12100, 10500, 10702, 61101, 11700, 10600, 11700, 11700, 11200, 10101, 10800, 10702, 10600, 10600, 11102, 10201, 11001, 12002, 61101, 11102, 11700, 12002, 10101, 10500, 11700, 10800, 10500, 10101, 11700, 12203, 10201, 12204, 10902, 10202, 11102, 11001, 12002, 10201, 12503, 13101, 12503, 13102, 12302, 12001, 15100, 13101, 10202, 12202, 12503, 61507, 17602, 12203, 10500, 10101, 13101, 15100, 61507]"
4,"[30302, 30800, 30301, 30301, 30900, 30302, 47904, 980300, 980300, 33201, 30900, 33201, 30201, 33201, 980300, 30201, 980300, 60400, 980300, 33100, 32602, 33201, 32601, 32601, 32602, 35400, 33002, 33100, 33201, 35300, 980300, 35201, 33100, 33100, 35400, 35400, 980300, 980300, 35400, 30400, 35202, 32601, 33002, 32601, 980300, 33001, 33002, 980300, 32802, 32901, 35102, 32802, 35300, 32601, 35102, 35400, 35101, 32700, 33001, 35102, 33001, 33001, 32700, 35202, 35400, 32801, 32902, 32700, 32602, 35300, 35300, 32700, 32901, 32902, 32601, 35400, 32901, 35102, 32802, 35400, 35300, 35400, 32801, 35201, 980300, 33002, 32601, 33100, 32802, 32700, 35300, 35400, 33001, 33001, 35400, 35300, 35101, 35202, 35102, 32901, 35201, 32802, 35300, 32602, 35300, 32700, 35300, 32601, 32700, 32801, 35201, 32801, 35201, 32700, 32801, 32700, 35102, 32700, 32602, 32700, 35300, 35201, 35201, 35102, 35201, 35102, 35201, 35400, 32902, 35101, 35400, 35400, 33100, 33001, 35202, 35300, 33100, 35300, 35300, 33100, 33100, 33100, 35300, 980300, 35101, 33001, 33001, 33001, 35300, 32901, 32700, 35400, 32700, 35102, 32901, 32901, 33100, 33001, 32902, 35202, 32801, 30400, 35300, 33100, 35400, 33100, 32601, 35201, 32801, 32902, 32902, 33100, 35300, 33001, 32700, 32602, 32700, 32700, 35201, 32901, 33002, 32700, 32601, 32901, 33100, 32801, 33100, 33002, 32602, 35102, 32602, 35101, 32901, 33100, 33100, 32602, 35202, 32801, 35300, 33100, 32602, 32602, 33001, 32700, 32801, 32700, 32700, 35201, 35101, 35400, 35400, 32802, 35300, 35400, 35202, 32700, 33100, 35300, 35400, 32700, 33001, 35201, 32801, 35102, 35101, 33100, 33001, 35202, 33001, 33002, 35201, 33001, 33002, 33001, 33201, 35101, 35102, 35101, 35201, 33100, 32802, 33100, 35300, 32802, 35101, 35400, 32602, 35201, 32802, 35202, 33002, 33001, 33002, 32901, 35300, 32902, 35202, 35102, 35102, 33002, 33001, 32700, 35202, 35101, 32801, 32601, 33100, 32902, 35400, 32901, 35202, 32700, 32802, 35400, 35202, 35400, 32700, 32802, 35300, 35101, 35300, 35101, 33002, 32601, 30900, 33002, 35101, 33002, 35101, 32901, 32802, 32601, 35202, 32902, 35201, 32901, 32801, 32601, 32602, 32700, 35201, 35400, 33001, 33001, 32901, 33001, 33100, 32700, 33002, 35400, 35400, 35300, 32602, 32901, 32602, 32902, 35300, 35201, 35101, 35300, 32700, 35202, 35201, 980300, 35202, 33001, 33002, 35300, 32700, 32601, 35300, 35400, 32902, 35300, 35400, 32601, 32802, 35400, 35201, 35300, 32902, 35400, 35300, 32802, 33002, 32601, 35400, 33100, 35300, 35201, 32700, 32902, 32802, 33100, 33002, 33002, 35300, 35400, 35102, 32700, 32902, 35300, 33100, 32902, 32700, 35102, 32700, 32801, 32601, 32902, 35300, 32801, 32602, 33100, 35201, 35300, 35202, 35102, 32802, 32602, 33001, 33002, 32700, 35102, 32901, 32902, 32901, 32801, 32601, 33100, 32901, 35201, 35101, 35400, 35400, 32601, 32602, 33100, 35102, 32901, 35102, 32901, 35300, 33001, 35102, 32901, 32700, 35400, 35201, 32602, 33100, 35300, 35101, 32602, 32902, 32802, 35400, 33100, 32901, 33002, 32902, 32602, 32700, 35300, 35300, 32902, 35400, 32801, 35102, 33100, 32801, 32801, 33100, 33002, 33002, 32700, 33002, 35201, 35400, 35400, 33001, 33100, 33100, 33002, 33001, 35201, 35300, 32902, 32801, 32901, 33001, 32901, 32901, 33100, 33001, 32700, 32902, 32700, 35300, 32802, 33100, 32901, 33002, 33002, 35400, 32902, 33001, 33001, 35102, 33100, 33001, 35102, 33100, 33002, 35300, 32700, 32901, 32802, 35400, 35400, 32901, 33001, 35102, 32801, 32801, 32602, 33001, 35201, 32700, 33100, 980300, 32901, 35300, 33100, 32902, 33100, 35102, 35101, 33001, 32602, 35300, 35102, 32802, 32802, 33002, 35201, 32801, 32901, 32601, 32902, 32601, 33002, 32602, 32901, 35202, 33002, 32802, 32700, 33001, 35202, 32602, 32801, 35201, 35201, 33100, 35400, 35101, 32700, 35201, 33100, 35102, 32901, 33001, 35300, 33001, 32802, 33100, 32801, 33100, 32700, 32902, 32901, 32901, 32901, 33100, 32700, 32802, 35300, 33100, 35300, 33100, 33001, 32700, 35300, 33100, 35102, 32902, 35400, 35202, 35102, 35101, 980300, 32802, 33002, 33100, 33002, 32801, 35300, 33002, 35300, 33100, 32802, 980300, 30302, 30201, 30800, 980300, 35400, 980300, 980300]"
5,"[30101, 16700, 15500, 15100, 15100, 12202, 15900, 15300, 15801, 15300, 12203, 16200, 16000, 15900, 12301, 15701, 15702, 15802, 17102, 13102, 16801, 17101, 13500, 12405, 12301, 15702, 16801, 17604, 16802, 15500, 12405, 16802, 16700, 15801, 30101, 15701, 16500, 15201, 16000, 12302, 17604, 12503, 17602, 16000, 15300, 15900, 15801, 12405, 30101, 15201, 17101, 12503, 16200, 12405, 15300, 15202, 12302, 16000, 15202, 16000, 16801, 12504, 16802, 15300, 16700, 12202, 16500, 16500, 15202, 16601, 16601, 16700, 16601, 15401, 12405, 16802, 15500, 15500, 15202, 16102, 12202, 16500, 12302, 15801, 15201, 16801, 12503, 15900, 16700, 980300, 12203, 15500, 12301, 12405, 16400, 12406, 12504, 12204, 15500, 16300, 15802, 15401, 15500, 16602, 15802, 16200, 16500, 16602, 16801, 15201, 16102, 12405, 16200, 16500, 16300, 12405, 17101, 16802, 16102, 15201, 15801, 16400, 17101, 16602, 15802, 12406, 16602, 15201, 16801, 15801, 16400, 16101, 16700, 16801, 12403, 12302, 15801, 12202, 16000, 16102, 16200, 16300, 15801, 16802, 16300, 16300, 12406, 15500, 16200, 16500, 15802, 15202, 16700, 16200, 15802, 16400, 16400, 16700, 16601, 15500, 16500, 16200, 16101, 12202, 12204, 17101, 16500, 16700, 12405, 15900, 16700, 15202, 16400, 15500, 12204, 12404, 15900, 16802, 16801, 16300, 16801, 16200, 12503, 12301, 12404, 15801, 15801, 15801, 15801, 16601, 16102, 12302, 16300, 12403, 12405, 16601, 16400, 16400, 16102, 15500, 16101, 12202, 15802, 15900, 16200, 16801, 15801, 16400, 12405, 15201, 16200, 12503, 16102, 16801, 16602, 12503, 16602, 16400, 15300, 16200, 16200, 16102, 15802, 15801, 16300, 12406, 16300, 15802, 12502, 16801, 16200, 15801, 16500, 15801, 16200, 16500, 16700, 12406, 15802, 12403, 16300, 16802, 15500, 16200, 16500, 16500, 15801, 12503, 15802, 12405, 12503, 16602, 15900, 15801, 16500, 16300, 15202, 15500, 16802, 16700, 16101, 16400, 12405, 12405, 16601, 15202, 15500, 16500, 16601, 16602, 16200, 16700, 15202, 16500, 12301, 16102, 12301, 16400, 16300, 12405, 12503, 15202, 15900, 16500, 16400, 16801, 15202, 12202, 12405, 16102, 16300, 980300, 16101, 16801, 16300, 16200, 16700, 15900, 12405, 16802, 12504, 16300, 15802, 16500, 16101, 16602, 16802, 12404, 16700, 15900, 16200, 30101, 17101, 15202, 16801, 16200, 15500, 16601, 16500, 15802, 15202, 16400, 16300, 16400, 16500, 12406, 12405, 16400, 16801, 12502, 16200, 16400, 16300, 12202, 16500, 16700, 12406, 16200, 16200, 12502, 16601, 16300, 16200, 12405, 16101, 12405, 12405, 16101, 15801, 12405, 16200, 15300, 16300, 16101, 16400, 16801, 16700, 15500, 16200, 12502, 15900, 16500, 16200, 16601, 17101, 16602, 12405, 15801, 15500, 16300, 16300, 15202, 16101, 15801, 15801, 16400, 15900, 15900, 12405, 12202, 16802, 12203, 15900, 16000, 16601, 16601, 15802, 16700, 980300, 16601, 15201, 12302, 12406, 15500, 16500, 16802, 15202, 16802, 15801, 12302, 16802, 15500, 15100, 16000, 15401, 12301, 16802, 16801, 15702, 17101, 16801, 16802, 16700, 17102, 17102, 15100, 15802, 15401, 12405, 980300, 15802, 17102, 17101, 12202, 16801, 12405, 15500]"
6,"[22600, 22600, 11700, 16802, 16200, 17700, 20101, 60702, 20101, 10500, 12503, 11700, 22600, 17700, 22702, 17700, 17700, 11700, 11700, 11700, 16802, 20101, 60702, 16802, 17700, 60702, 12405, 61501, 16802, 16802, 17602, 17700, 20202, 16200, 17903, 20101, 61501, 16802, 17903, 61507, 20101, 60702, 17700, 60701, 20101, 60702, 60701, 61507, 17602, 61507, 17700, 20101, 12405, 17903, 18000, 17903, 17804, 18000, 17804, 17801, 18000, 18000, 18000, 60702, 17803, 18000, 61506, 17804, 17700, 18000, 17603, 60701, 60702, 17603, 61502, 60701, 18000, 17804, 17602, 60703, 61501, 12405, 61506, 60702, 17700, 61502, 61508, 61502, 61502, 17903, 17700, 17603, 18000, 20101, 61501, 17903, 20101, 17700, 17903, 17602, 20101, 61507, 61501, 17804, 18000, 17903, 61501, 18000, 20101, 18000, 17803, 17803, 17804, 17903, 17700, 17804, 18000, 60701, 18000, 18000, 17604, 12405, 61501, 17804, 17801, 60702, 18000, 60701, 60701, 18000, 17602, 17803, 60701, 61503, 17801, 17903, 18000, 20101, 18000, 61501, 61503, 17804, 16200, 60701, 61502, 60702, 17903, 17700, 60703, 17903, 17903, 17700, 17903, 17603, 17804, 18000, 17603, 61501, 11700, 17700, 17903, 61507, 17903, 60703, 60701, 61501, 20101, 18000, 17604, 61507, 17700, 60701, 20101, 17700, 61501, 17602, 17903, 17903, 17602, 60701, 60702, 60701, 17804, 61507, 60701, 17903, 17903, 18000, 61501, 17602, 61501, 61503, 16802, 17903, 18000, 17903, 17903, 61501, 16802, 61508, 60701, 17903, 61502, 17804, 17903, 61501, 17603, 18000, 17700, 60702, 61504, 17700, 61501, 17804, 60701, 17801, 18000, 18000, 17602, 17903, 61506, 18000, 61508, 18000, 61504, 17603, 60702, 61507, 61502, 60703, 17602, 17804, 12405, 61501, 17803, 61501, 60701, 18000, 61503, 17804, 18000, 17803, 17804, 60702, 61507, 60701, 60701, 60702, 18000, 17801, 60701, 18000, 17903, 61501, 17603, 16802, 61501, 60703, 61501, 16802, 17602, 17903, 17903, 18000, 61501, 18000, 17602, 17803, 18000, 18000, 17803, 17903, 17903, 61506, 60701, 61507, 61501, 17803, 17903, 60702, 17602, 17903, 17603, 61502, 60702, 17604, 17602, 18000, 60702, 61502, 12405, 61501, 18000, 17801, 60702, 17801, 61502, 17903, 17602, 60702, 20101, 17903, 61501, 17603, 61506, 17801, 61506, 17602, 61501, 60702, 60703, 60702, 60703, 17603, 17804, 18000, 61503, 17903, 61508, 17602, 17602, 17603, 60703, 61503, 17603, 17804, 61503, 17903, 18000, 17903, 60703, 17602, 17903, 61508, 17903, 20101, 17700, 61508, 17903, 17602, 60702, 60702, 18000, 17603, 61502, 17801, 17603, 61501, 61502, 17700, 17700, 60703, 17903, 60703, 61502, 61508, 17903, 61503, 60701, 60703, 61503, 60701, 17903, 17903, 17903, 60703, 60701, 61501, 17603, 61501, 17903, 16802, 60701, 61507, 61507, 17803, 18000, 61501, 17700, 17804, 16802, 60701, 17801, 61502, 61503, 17801, 17903, 17700, 18000, 17804, 17903, 17903, 17804, 61508, 17903, 61503, 61503, 17700, 61507, 60701, 60702, 17603, 60701, 17700, 60701, 61506, 17903, 60702, 17700, 17801, 60701, 60701, 17804, 17804, 17700, 18000, 18000, 18000, 61505, 17803, 60701, 60702, 61504, 17903, 17700, 18000, 18000, 20101, 61507, 60701, 17903, 61501, 17903, 17604, 17604, 60703, 60702, 17700, 22600, 22600, 12405, 61501, 17700, 17700, 12405, 17700, 60702, 60702, 12405, 12405, 12504, 17700, 17700, 11700, 10500, 12405, 11700, 10500, 61508, 60701, 61507, 17700, 16802, 16802, 60702, 60702]"
